position;channelTitle;videoId;publishedAt;publishedAtSQL;videoTitle;videoDescription;tags;videoCategoryId;videoCategoryLabel;topicCategories;duration;durationSec;dimension;definition;caption;defaultLanguage;defaultLAudioLanguage;thumbnail_maxres;licensedContent;locationDescription;latitude;longitude;viewCount;likeCount;dislikeCount;favoriteCount;commentCount
869;Tate;c4pHDbpteLs;2009-11-27T17:37:26Z;2009-11-27 17:37:26;Mat Collishaw at the Freud Museum | TateShots;"TateShots caught up with artist Mat Collishaw at the Freud Museum in Finchley, North London, where visitors are being treated to a series of his elaborate interventions. Set amongst the curiously preserved environment of Sigmund Freud's former residence and clinic, Collishaw's artworks muse over the methodology of psychoanalysis. The centrepiece to the exhibition is a large zoetrope showing the mis-adventures of some cheeky, cherubic little boys as they become violent in a Garden of Unearthly Delights. This is located in Anna Freud's room, where the psychologist would diagnose conditions in misbehaving youngsters. ""I don't really understand that"", Mat tells us, ""perhaps little boys are just naughty...""";tate,tateshots,mat collishaw,art,artist,psychology,freud,sigmund,anna,education,interview;22;People & Blogs;Knowledge;PT5M37S;337;2d;sd;FALSE;;;https://i.ytimg.com/vi/c4pHDbpteLs/maxresdefault.jpg;;;;;17067;97;;0;5
870;Tate;Ssw-BiEVefU;2009-11-20T12:26:02Z;2009-11-20 12:26:02;Bruce McLean – Studio Visit | TateShots;"TateShots visited the studio of Scottish performance artist and painter Bruce McLean, as he put finishing touches to work for an exhibition at the Bernard Jacobson gallery, London. His 1971 performance 'Pose Work for Plinths' is regarded as an iconic artwork; an expression of the rebellion McLean and his contemporaries staged during his time at art school in the 1960s. In this video Bruce explains how he regarded the Pose Work as kind of a joke, and describes why he believes art and artists have the power to change the world. He even shows us his design for an alternative to the Houses of Parliament.";tate,art,artist,studio,scottish,painter,performance,pose,Bruce McLean;22;People & Blogs;Knowledge;PT5M16S;316;2d;sd;FALSE;;en;https://i.ytimg.com/vi/Ssw-BiEVefU/maxresdefault.jpg;;;;;22257;193;;0;20
871;Tate;-cr7zdAR_JY;2009-11-16T11:27:00Z;2009-11-16 11:27:00;The Dark Monarch at Tate St Ives;Cultural commentator and exhibition co-curator Michael Bracewell welcomes us to Tate St Ives for The Dark Monarch, a show that explores the influence of folklore, mysticism, mythology and the occult on art in Britain. In this film, Bracewell introduces the major themes of the exhibition by looking at eerie landscape photographs by Paul Nash, a complex painting by contemporary artist Clare Woods, and a haunting film by Derek Jarman.;tate,st,ives,michael,bracewell,paul,nash,exhibition,mystic,nature,landscape,art,artist,The Dark Monarch: Magic & Modernity In British Art,St Ives (City/Town/Village),United Kingdom (Country);22;People & Blogs;Knowledge;PT4M11S;251;2d;sd;FALSE;;;https://i.ytimg.com/vi/-cr7zdAR_JY/maxresdefault.jpg;;;;;3539;17;;0;1
872;Tate;xNb7djjLNuU;2009-11-16T11:25:54Z;2009-11-16 11:25:54;Michael Landy – Joyous Machines | TateShots;The exhibition 'Joyous Machines' at the Tate Liverpool focused on the connection between the work of Jean Tinguely (1925-1991), and British artist Michael Landy, who has been significantly influenced by Tinguely and his constructive and destructive tendencies. Tinguely is perhaps most famous for the ambitious and influential 'Homage to New York', an auto-destructive work that failed spectacularly to destroy itself in 1960. In 2001 Michael Landy successfully destroyed all of his worldly possessions for Break Down, a project he presented in an abandoned department store in London's Oxford Street. For this film, we took Michael, accompanied by Tate Liverpool's Laurence Sillars, to a waste recycling depot in Camden. Here they talked about the exhibition, the artists' shared interest in scrap materials, and Landy's ambition to one day recreate 'Homage to New York'.;tate,liverpool,joyous,machines,recycling,rubbish,sculpture,break,down,landy,curator,exhibition,art,artist,Michael Landy (Visual Artist);22;People & Blogs;Entertainment;PT5M40S;340;2d;sd;FALSE;;en-GB;https://i.ytimg.com/vi/xNb7djjLNuU/maxresdefault.jpg;;;;;5809;17;;0;0
873;Tate;LdZEcebRBiw;2009-09-15T12:45:35Z;2009-09-15 12:45:35;Turner and the Masters – Turner's Passion;Turner and the Masters opens 23rd September 2009 at Tate Britain. www.tate.org.uk/britain Music by Sound Designers Anonymous www.illanon.com;jmw,turner,tate,britain,conservator,conservation,behind,the,scenes,london,exhibition,collection,art,artist,paint,painter,british,curator,interview,J. M. W. Turner (Visual Artist),Visual Arts (Field Of Study);24;Entertainment;Knowledge;PT37S;37;2d;sd;FALSE;;;https://i.ytimg.com/vi/LdZEcebRBiw/maxresdefault.jpg;;;;;6871;7;;0;3
874;Tate;_tUCDwr3VUU;2009-09-15T12:45:21Z;2009-09-15 12:45:21;Turner and the Masters – Turner's Ambition;Turner and the Masters opens 23rd September 2009 at Tate Britain. www.tate.org.uk Music by Sound Designers Anonymous www.illanon.com;jmw,turner,tate,britain,london,exhibition,collection,art,artist,paint,painter,british,curator,interview,J. M. W. Turner (Visual Artist);24;Entertainment;Knowledge;PT39S;39;2d;sd;FALSE;;;https://i.ytimg.com/vi/_tUCDwr3VUU/maxresdefault.jpg;;;;;6772;10;;0;0
875;Tate;OoiozT8EtNw;2009-09-15T12:44:55Z;2009-09-15 12:44:55;Turner and the Masters – Turner's Rivalry;Turner and the Masters opens 23rd September 2009 at Tate Britain. www.tate.org.uk Music by Sound Designers Anonymous www.illanon.com;jmw,turner,tate,britain,exhibition,collection,art,artist,paint,painter,london,british,curator,interview,J. M. W. Turner (Visual Artist);24;Entertainment;Classical_music,Knowledge;PT46S;46;2d;sd;FALSE;;;https://i.ytimg.com/vi/OoiozT8EtNw/maxresdefault.jpg;;;;;11542;9;;0;1
876;Tate;pzxHeYHluZg;2009-09-07T14:26:50Z;2009-09-07 14:26:50;Damien Hirst Seeks Identical Twins;Are you an identical twin? Artist Damien Hirst would like you to appear in an artwork at London's Tate Modern. Visit www.tate.org.uk/go/twins to apply.;damien,hirst,pop,art,tate,modern,appeal,twins,volunteer,artwork,sculpture,painting,exhibition;24;Entertainment;Hobby,Lifestyle_(sociology),Rock_music;PT2M14S;134;2d;sd;FALSE;;;;;;;;14956;18;;0;11
877;Tate;yOPqIR2sQXk;2009-08-21T15:23:38Z;2009-08-21 15:23:38;The UAE Pavilion at the Venice Biennale 2009 | TateShots;The 2009 Venice Biennale marks the debut of the United Arab Emirates Pavilion. We talked to commissioner Dr Lamees Hamdan about her hopes for the project, curator Tirdad Zolghadr about the theme of his exhibition, and artist Lamya Gargash about her photographs of one star hotels.;venice,biennale,2009,uae,united,arab,emirates,pavilion,art,artist,curator,hotels,photography,rooms,lamya,gargash,tate,modern,contemporary,interview,tateshots,Venice Biennale (Recurring Event);27;Education;Society;PT3M52S;232;2d;sd;FALSE;;;https://i.ytimg.com/vi/yOPqIR2sQXk/maxresdefault.jpg;;;;;4734;4;;0;0
878;Tate;_zdYD4ZTc_Q;2009-08-21T15:20:09Z;2009-08-21 15:20:09;Roman Ondák at the Venice Biennale 2009 | TateShots;The artist Roman Ondák is known for making artworks so subtle that many people dont know they are there at all. A piece in the Tate Collection, for example, consists of ordinary people queuing up at various places in the gallery. In 'Loop', at the Venice Biennale, he turns the Czech and Slovak Pavilion into a botanical environment that merges seamlessly with the Giardini gardens. Its all the more mischievous for the fact that many pass through the loop without even realising it. In this film, Ondák walks us through the installation, and lets us into the secrets of its construction;venice,biennale,roman,ondak,giardini,gardens,slovakia,greenhouse,installation,gardening,trees,plants,soil,inside,outside,contemporary,modern,art,artist,interview,tour,tateshots,Roman Ondák,Venice Biennale (Recurring Event);27;Education;Hobby,Lifestyle_(sociology);PT3M33S;213;2d;sd;FALSE;;;https://i.ytimg.com/vi/_zdYD4ZTc_Q/maxresdefault.jpg;;;;;7670;34;;0;5
879;Tate;MXweVvuU-MY;2009-08-21T15:16:15Z;2009-08-21 15:16:15;Jim Lambie – Studio Visit | TateShots;TateShots visited Glasgow to meet artist Jim Lambie in his studio. One of Lambies best known works 'Zobop' was shown at Tate Liverpools Colour Chart exhibition. In this site-specific installation, coloured vinyl tape is used to trace around the floor of the gallery, creating a dizzying pattern that reflects the architectural particularities of the building. Here he talks about installing the work, and the crossover with his other life as a musician and DJ.;glasgow,art,artist,studio,colour,stripes,installation,floor,music,vinyl,museum,gallery,tate,liverpool,modern,contemporary,interview;27;Education;Hobby,Lifestyle_(sociology);PT3M22S;202;2d;sd;FALSE;;;https://i.ytimg.com/vi/MXweVvuU-MY/maxresdefault.jpg;;;;;20203;73;;0;10
880;Tate;ODGaBJ1r36Y;2009-08-21T15:14:15Z;2009-08-21 15:14:15;Joan Jonas at the Venice Biennale 2009 | TateShots;For an artist of Joan Jonass standing, its hard to believe that this is her first time exhibiting at the Venice Biennale. In her show at the Arsenale she presented a single work entitled 'Reading Dante', the result of a long-standing fascination with 'The Divine Comedy'. In keeping with her diverse practice, the installation featured sculptural elements alongside film, performance and drawings. Here, Jonas talks about how she relishes the freedom to work in any medium.;art,film,multimedia,drawing,painting,dante,divine,comedy,american,new,york,joan,jonas,artist,interview,venice,biennale,arsenale,exhibition,tate,tateshots;27;Education;Knowledge;PT4M10S;250;2d;sd;FALSE;;;https://i.ytimg.com/vi/ODGaBJ1r36Y/maxresdefault.jpg;;;;;16836;68;;0;2
881;Tate;qqTGtLZeoCY;2009-08-21T15:11:57Z;2009-08-21 15:11:57;Cyprien Gaillard | TateShots;Artist Cyprien Gaillard presented his electronic opera Desniansky Raion at Tate Modern in 2009. The triptych of films features some startling images, including battling gangs and a son et lumière building demolition. In this video Gaillard talks about the ideas behind his work and how composer and musician Koudlam provided the films extraordinary soundtrack.;art,film,architecture,gangs,buildings,tower,block,son,et,lumiere,demolition,tate,modern,live,performance,music,Cyprien Gaillard,Tate (Tourist Attraction),Tate Modern London (Museum);1;Film & Animation;Electronic_music,Entertainment,Film;PT5M24S;324;2d;sd;FALSE;;;https://i.ytimg.com/vi/qqTGtLZeoCY/maxresdefault.jpg;;;;;87259;359;;0;18
882;Tate;sD7ZHwBH10I;2009-08-21T15:05:27Z;2009-08-21 15:05:27;David Batchelor – Studio Visit | TateShots;We joined artist David Batchelor in his studio to ask him about 'Spectrum of Brick Lane' (2007). An assemblage of salvaged material transformed into a tower of colourful lightboxes, the sculpture illustrates Batchelor's interest in city colours, rather than those of nature. In this film, he tells us how he takes inspiration from the city, the art of mastering monochromes, and why he needed to escape from 'bloody rectangles'.;light,sculpture,electric,colour,colourful,artist,studio,david,batchelor,art,modern,contemporary,tate;27;Education;Knowledge;PT4M24S;264;2d;sd;FALSE;;;https://i.ytimg.com/vi/sD7ZHwBH10I/maxresdefault.jpg;;;;;20109;125;;0;7
883;Tate;W8OZyH8Y6sk;2009-08-05T11:43:11Z;2009-08-05 11:43:11;Curing the Vampire: Elizabeth Blackburn, Gene Ware and Tilda Swinton;"Congratulations to Dr Elizabeth Blackburn for winning the Nobel Prize for medicine! Part of a series of interviews undertaken by artist, Lynn Hershman Leeson (playing Gene Ware, a character from the virtual world of Second Life) and actress, Tilda Swinton. In this episode, Dr. Elizabeth Blackburn, who is credited with having identified ""the aging gene"" or Telomeres in our DNA, discusses how this information shifts our understanding of who we are as humans, how in fact we are ourselves a genetic remix; and how advances in macro photographic processes have aided that revelation. Commissioned by Tate's Intermedia Art programme, copyright Lynn Hershman Leeson 2008.";Curing the Vampire,Elizabeth Blackburn,Gilberto Gil,Lynn Hershman,Tate,Tilda Swinton,Copyleft,Intermedia art,genetics,free culture,second life,machinema;27;Education;Knowledge;PT7M25S;445;2d;sd;FALSE;;;;;;;;2583;9;;0;1
884;Tate;VDwedJUwOrY;2009-08-05T11:36:30Z;2009-08-05 11:36:30;Curing the Vampire: Lawrence Lessig, Gene Ware and Tilda Swinton;Part of a series of interviews undertaken by artist, Lynn Hershman Leeson (playing Gene Ware, a character from the virtual world of Second Life) and actress, Tilda Swinton. In this episode, Lawrence Lessig, the mastermind behind Creative Commons, discusses open content licensing and how it will function globally in allowing people to use copy left to shift the boundaries of ownership and shared knowledge. Commissioned by Tate's Intermedia Art programme, copyright Lynn Hershman Leeson 2008.;Curing the Vampire,Lawrence Lessig,Lynn Hershman,Tate,Tilda Swinton,Copyleft,Intermedia art,genetics,free culture,second life,machinema;27;Education;Knowledge;PT7M35S;455;2d;sd;FALSE;;;;;;;;348;3;;0;0
885;Tate;YC_WS9BJjV8;2009-08-05T11:31:01Z;2009-08-05 11:31:01;Curing the Vampire: Gilberto Gil, Gene Ware and Tilda Swinton;Part of a series of interviews undertaken by artist, Lynn Hershman Leeson (playing Gene Ware, a character from the virtual world of Second Life) and actress, Tilda Swinton. In this episode, Gilberto Gil discusses his exile from Brazil and his involvement in The Tropicália movement, how after living and playing music in London, he returned to Brazil, eventually taking up the position of Minister for Culture, where he continues to promote free culture. Commissioned by Tate's Intermedia Art programme, copyright Lynn Hershman Leeson 2008.;Curing the Vampire,Gene Ware,Gilberto Gil,Lynn Hershman,Tate,Tilda Swinton,Copyleft,Intermedia art,genetics,free culture,second life,machinema;27;Education;Entertainment;PT6M43S;403;2d;sd;FALSE;;;;;;;;589;2;;0;0
886;Tate;FSZbm_ZMRT0;2009-08-05T11:20:49Z;2009-08-05 11:20:49;Curing the Vampire: Elena Poniatowska, Gene Ware and Tilda Swinton;Part of a series of interviews undertaken by artist, Lynn Hershman Leeson (playing Gene Ware, a character from the virtual world of Second Life) and actress, Tilda Swinton. In this episode, Elena Poniatowska, a renowned journalist and author dedicated to the promotion of equality and human rights, discusses how the mass media in South America remained silent at the time of the student massacres in Mexico in 1968 and how, through her use of publishing and distribution mechanisms, she inadvertently shifted state and cultural consciousness with an account of those events. Commissioned by Tate's Intermedia Art programme, copyright Lynn Hershman Leeson 2008.;Curing the Vampire,Elena Poniatowska,Gilberto Gil,Lynn Hershman,Tate,Tilda Swinton,Copyleft,Intermedia art,genetics,free culture,second life,machinema;27;Education;Knowledge;PT3M46S;226;2d;sd;FALSE;;;;;;;;1589;10;;0;0
887;Tate;lDJqA6jOXYw;2009-07-02T15:24:53Z;2009-07-02 15:24:53;What is Expanded Cinema?;Works identified as Expanded Cinema often open up questions surrounding the spectator's construction of time/space relations, activating the spaces of cinema and narrative as well as other contexts of media reception. In doing so it offers an alternative and challenging perspective on filmmaking, visual arts practices and the narratives of social space, everyday life and cultural communication.;film,tate,modern,oil,tanks,cinema,expanded,tateshots,live,art,Expanded Cinema (Book);1;Film & Animation;Film,Knowledge;PT9M57S;597;2d;sd;FALSE;;;https://i.ytimg.com/vi/lDJqA6jOXYw/maxresdefault.jpg;;;;;33348;453;;0;2
888;Tate;lvMkehZViqI;2009-07-02T11:19:04Z;2009-07-02 11:19:04;Views on the Venice Biennale 2009 | TateShots;The Venice Biennale is attended by tens of thousands of people, and on the first weekend you can't move for artists, curators and journalists. We asked a number of them, including critic Adrian Searle and artists Richard Wentworth, Bob and Roberta Smith and Francis Upritchard, to tell us what Venice means to them.;art,artist,venice,richard,wentworth,smith,francis,upritchard,searle,italy,exhibiton,museum,tate,modern,britain,travel;22;People & Blogs;Entertainment;PT3M37S;217;2d;sd;FALSE;;;https://i.ytimg.com/vi/lvMkehZViqI/maxresdefault.jpg;;;;;1608;3;;0;1
889;Tate;OFyvJsQgnc4;2009-07-02T11:18:57Z;2009-07-02 11:18:57;Elmgreen and Dragset at the Venice Biennale 2009 | TateShots;In a first for the Venice Biennale, two national pavilions collaborated on a single project. The catalysts are Michael Elmgreen (Denmark) and Ingar Dragset (Norway), who have worked together since 1995. For the 2009 Biennale, they converted neighbouring pavilions into private residences, each one inhabited by an imaginary art collector and their prized possessions. Visitors to the 'family home' witnessed clues to an imminent break-up, whilst outside the 'bachelor pad' a swimming pool with a dead body floating in it is proof that all is not well. In our interview the duo talk about the stories unfolding around them, and why working and living together didn't quite work out...;collectors,collecting,venice,artist,family,house,stage,pavilion,denmark,norway,art,gay,tate,modern,britain;22;People & Blogs;Hobby,Lifestyle_(sociology);PT4M59S;299;2d;sd;FALSE;;;https://i.ytimg.com/vi/OFyvJsQgnc4/maxresdefault.jpg;;;;;11859;60;;0;1
890;Tate;AzNIyciG0R0;2009-07-02T11:17:53Z;2009-07-02 11:17:53;Jeremy Deller – Procession | TateShots;Artist Jeremy Deller, who won the Turner Prize in 2004, is getting ready for 'Procession', a parade he is organising for the Manchester International Festival in July. Comprising over twenty elements from all the boroughs of Greater Manchester, Deller describes the event as a celebration of 'Northern social surrealism'. Surrealism was certainly the order of the day as TateShots accompanied Deller on a trip to Manchester one sunny afternoon in May. We visited a Scout and Guide marching band that is providing a specially arranged soundtrack, and ended up in a supermarket car park at a clandestine meeting of motoring enthusiasts.;boy,racers,cars,scouts,scouting,band,procession,marching,trombone,conductor,music,parade,art,artist,contemporary,manchester,international,festival,engine,exhaust,fire,Jeremy Deller (Visual Artist);22;People & Blogs;Music;PT5M14S;314;2d;sd;FALSE;;;https://i.ytimg.com/vi/AzNIyciG0R0/maxresdefault.jpg;;;;;9508;36;;0;1
891;Tate;MOAL9Hcv6ME;2009-07-02T11:17:37Z;2009-07-02 11:17:37;Francis Upritchard at the Venice Biennale 2009 | TateShots;New Zealand-born, London-based artist Francis Upritchard is represented her country at 2009's Biennale. Taking over three rooms of a palazzo, 'Save Yourself' is an imaginary landscape populated by strange miniature figures, who seem to belong both in the past and the future. In this film, Francis talks us through the exhibition, and explains what motivates her.;francis,upritchard,artist,nz,new,zealand,venice,italy,sculpture,figure,hippy,psychadelic,pavilion,New Zealand (Country);22;People & Blogs;Hobby,Lifestyle_(sociology);PT3M22S;202;2d;sd;FALSE;;;https://i.ytimg.com/vi/MOAL9Hcv6ME/maxresdefault.jpg;;;;;10440;51;;0;9
892;Tate;Y54iBzyTBdI;2009-07-02T11:17:33Z;2009-07-02 11:17:33;Marina Abramović Answers Your Questions | TateShots;TateShots' army of Twitter friends sent in questions for uncompromising performance artist Marina Abramović. We catch up with her while shes in the UK preparing for a residency at the Manchester International Festival, where she will present performances by some of her favourite artists. Find out more about Marina Abramovic: https://goo.gl/yXwxQ8;marina,abramovic,twitter,performance,art,question,answer,sex,and,the,city,performativity,ulay,manchester,international,festival;22;People & Blogs;Entertainment;PT7M21S;441;2d;sd;FALSE;;;https://i.ytimg.com/vi/Y54iBzyTBdI/maxresdefault.jpg;;;;;55493;555;;0;122
893;Tate;GzTr-OnMI-E;2009-07-02T11:16:37Z;2009-07-02 11:16:37;East-West Divan at the Venice Biennale 2009 | TateShots;As well as official national pavilions, Venice is home to a number of collateral exhibitions and events, often representing people and places that wouldn't normally get a look in. Former Tate curator Jemima Montagu is presenting an exhibition of work by artists from Iran, Afghanistan and Pakistan famously caricatured by George W. Bush as the Axis of Evil. She talks about the thriving visual culture of the region.;iran,afghanistan,pakistan,art,artist,exhibition,venice,biennale,2009;22;People & Blogs;Knowledge;PT4M;240;2d;sd;FALSE;;en-GB;https://i.ytimg.com/vi/GzTr-OnMI-E/maxresdefault.jpg;;;;;3200;7;;0;0
894;Tate;dqra_2axnYU;2009-07-01T16:25:05Z;2009-07-01 16:25:05;Classified: Contemporary Art at Tate Britain;Classified will offer visitors to Tate Britain the opportunity to see exceptional works by leading contemporary artists and to explore the recent development of Tates outstanding collection. Artists represented in the exhibition will be: Phillip Allen, Gillian Carnegie, Jake and Dinos Chapman, Martin Creed, Tacita Dean, Jeremy Deller, Mark Dion, Ceal Floyer, Damien Hirst, Simon Patterson, Peter Peri, Fiona Rae, Simon Starling, and Rebecca Warren. Classified will focus on the way artists use ordering systems in their work, exploring how our need to classify affects our perception of the world. The exhibition will address this desire to collect, order and categorise, and will show how artists often use these networks and relationships in ways that reveal the inherent instability of meaning. The works in this exhibition employ a variety of methods and approaches, but are united by the artists engagement with the ways we all codify the objects and images that surround us as part of our daily life.;Classified,Collection,Ordering,Systems,Classify,Exhibition,Tate,Britain,Contemporary,Art,Contemporary Art (Art Period/Movement);27;Education;Knowledge;PT7M36S;456;2d;sd;FALSE;;;https://i.ytimg.com/vi/dqra_2axnYU/maxresdefault.jpg;;;;;5630;12;;0;4
895;Tate;HHhh8ZL9d20;2009-06-08T14:46:52Z;2009-06-08 14:46:52;Jennifer West – 'Skaters Use the City' | TateShots;The LA-based artist Jennifer West came to Tate Modern to create a new film live in the gallery. Instead of cameras, her process involves manipulating and making marks on the celluloid film itself. For this performance ink-covered film strips were laid out along the ramp of Tate Moderns turbine hall. A team of skate-boarders then traversed the slope, their wheels scraping marks into the celluloid. West then spent the rest of the night splicing the film together, ready to showcase the psychedelic patterns created by the skaters movements. #TateShots Subscribe for weekly films: http://goo.gl/X1ZnEl;Skateboard (Sports Equipment),Jennifer West,Skaters,melon grab,tricks,turnbine hall,skateboarders,skateboard,contemporary art;27;Education;Lifestyle_(sociology);PT4M56S;296;2d;sd;FALSE;;en;https://i.ytimg.com/vi/HHhh8ZL9d20/maxresdefault.jpg;;;;;7711;35;;0;4
896;Tate;tKfw-krvGi0;2009-06-08T14:45:37Z;2009-06-08 14:45:37;Adrian Searle on the Venice Biennale 2009 | TateShots;Its that time again, when the international art community packs its bags and heads for Venice. The 53rd Venice Biennale is now open, and in this film, made in collaboration with the Guardian newspaper, art critic Adrian Searle presents his roundup. Whats hot? Whats not? Find out here. Check out the next issue of TateShots for more Venice coverage and artist interviews.;Adrian Searle,Venice Biennale 2009;22;People & Blogs;Hobby,Lifestyle_(sociology);PT6M25S;385;2d;sd;FALSE;;;https://i.ytimg.com/vi/tKfw-krvGi0/maxresdefault.jpg;;;;;3214;11;;0;3
897;Tate;RR18ijofPbU;2009-06-08T14:44:17Z;2009-06-08 14:44:17;Michelangelo Pistoletto | TateShots;A key artist of the arte povera movement, Michelangelo Pistoletto came to London in May to recreate a seminal 1966 performance in which he rolled a ball of newspapers through the streets of Turin. At Tate Modern he pasted together newspapers to make a two-metre sphere, and accompanied by his wife Maria and a huge crowd, took it out into the city. We follow Pistoletto as he travels over the Millennium Bridge, through the streets, then back to Tate Modern on a boat. The artist also explains the political and personal significance of staging such an action today.;2009,TateShots,Long Weekend,Michelangelo Pistoletto,ubs openings;22;People & Blogs;Hobby,Lifestyle_(sociology);PT4M45S;285;2d;sd;FALSE;;en-GB;https://i.ytimg.com/vi/RR18ijofPbU/maxresdefault.jpg;;;;;10615;49;;0;2
898;Tate;yhXyAbOYXQU;2009-06-08T14:40:28Z;2009-06-08 14:40:28;Paola Pivi – One Thousand Screams | TateShots;For 'The Long Weekend' in 2009 at Tate modern, Italian artist Paola Pivi created '1000', a work in which one thousand people descend en masse to the mezzanine bridge, then scream in ear-splitting unison. The artist, preferring not to appear in this film, asked us to present the event without commentary, purely as if the viewer was there. We let 1000 scream for itself. #TateShots Subscribe for weekly films: http://goo.gl/X1ZnEl;Paola Pivi,1000,Turbine hall,tate,tate modern,contemporary art;27;Education;Entertainment;PT2M50S;170;2d;sd;FALSE;;en;https://i.ytimg.com/vi/yhXyAbOYXQU/maxresdefault.jpg;;;;;12980;68;;0;6
899;Tate;cp21LTdvd0k;2009-06-08T14:39:20Z;2009-06-08 14:39:20;Mark Haddon on Jean Dubuffet | TateShots;Author and artist Mark Haddon, best known for his novel The Curious Incident of the Dog in the Night-time, came to Tate Modern to look at one of his favourite paintings: The Busy Life 1953 by Jean Dubuffet. This work belongs to a series that Dubuffet called beaten pastes because the main paint layer resembled butter, into which he scratched the graffiti-like figures. In this film, Haddon shares his love for Dubuffets technique: a celebration of mark-making and texture.;none,Jean Dubuffet (Visual Artist),Mark Haddon (Author);22;People & Blogs;Knowledge;PT4M51S;291;2d;sd;FALSE;;;https://i.ytimg.com/vi/cp21LTdvd0k/maxresdefault.jpg;;;;;27736;205;;0;9
900;Tate;IeUiL5vzSzA;2009-06-08T14:35:13Z;2009-06-08 14:35:13;Robert Morris – Bodyspacemotionthings | TateShots;Interactive art was a new concept when the exhibition Bodyspacemotionthings first went on show at the Tate in 1971. Created by the American artist Robert Morris, it consists of a series of beams, weights, platforms, rollers, tunnels and ramps that people can clamber all over. It closed just four days after opening, due to safety concerns over the wildly enthusiastic reaction of the audience. For The Long Weekend 2009 the exhibition was recreated at Tate Modern using stronger, modern materials. In this film we watch the reaction of todays visitors, and speak to curators Catherine Wood and Kathy Noble about Morriss vision and influence.;tate modern,robert morris,bodyspacemotionthings,turbine hall,tateshots;22;People & Blogs;Hobby,Lifestyle_(sociology);PT3M32S;212;2d;sd;FALSE;;en-GB;https://i.ytimg.com/vi/IeUiL5vzSzA/maxresdefault.jpg;;;;;43180;297;;0;5
901;Tate;mTQJ79szs4s;2009-05-27T11:16:11Z;2009-05-27 11:16:11;This Way Up;A videoed Boxbot performance made by some of the participating artists during The Long Weekend at Tate Modern.;This,Way,Up,The,Long,Weekend,Boxbot,Robot,Performance,Tate,Modern,Cardboard,Box;24;Entertainment;Music;PT3M3S;183;2d;sd;FALSE;;;https://i.ytimg.com/vi/mTQJ79szs4s/maxresdefault.jpg;;;;;2231;13;;0;2
902;Tate;0xeo1oZqcgw;2009-05-21T19:30:20Z;2009-05-21 19:30:20;Robert Morris Interactive Installation at Tate Modern (Trailer);This film shows a re-creation of Tate Gallery’s first fully interactive exhibition, Bodyspacemotionthings, by American artist Robert Morris, which took place in 1971. The original performance inspired a huge media and public interest, when an art gallery asked people for the first time to physically interact with an art work. The series of huge props including beams, weights, platforms, rollers, tunnels and ramps built from materials such as plywood, stone, steel plate, and rope transformed the Turbine Hall. Shockingly, it was closed just four days after opening, due to the unexpected and over enthusiastic response of the audience. This film shows a re-creation of Tate Gallery’s first fully interactive exhibition which took place in 1971, inspiring a huge media and public interest, when an art gallery asked people for the first time to physically interact with an art work. This time around, it was created using contemporary materials based upon the original plans, in collaboration with Morris. Bodymotionspacesthings was installed at Tate Modern as part of UBS Openings: The Long Weekend 2009. Subscribe for more art: http://www.youtube.com/subscription_center?add_user=tate;Tate tatemodern art installation modern arte povera Robert Morris (Visual Artist) Tate Modern,London (Museum) Modern Art (Art Period/Movement) Contemporary Art (Art Period/Movement),Installation Art (Visual Art Form),Tate (Tourist Attraction),Robert Morris,Interactive;24;Entertainment;Hobby,Lifestyle_(sociology);PT33S;33;2d;sd;FALSE;;;https://i.ytimg.com/vi/0xeo1oZqcgw/maxresdefault.jpg;;;;;64003;76;;0;33
903;Tate;mUJ02LY7j9k;2009-05-19T09:12:05Z;2009-05-19 09:12:05;DLA Piper Series: This is Sculpture at Tate Liverpool;"From 1 May 2009 leading cultural figures from different disciplines will be displaying their own unique take on sculpture as part of DLA Piper Series: This is Sculpture, at Tate Liverpool. Transforming the first and second floor galleries are artist Michael Craig-Martin; designer Wayne Hemingway and his son Jack; and artist, director and writer Tim Etchells. Film director Mike Figgis is also producing a series of short films where members of the public will be filmed responding to works of art from the Tate Collection when situated in unusual locations around Liverpool. The co-curators sculpture displays have been selected in conjunction with Tate Liverpool curators and feature masterpieces from the Tate Collection by artists such as Pablo Picasso, Fernand Léger, Henry Moore and Barbara Hepworth, alongside recent acquisitions of contemporary art by Sarah Lucas, Jim Lambie and Terence Koh, among others.";Tate,Liverpool,Art,exhibition,sculpture,2009,Wayne,Hemmingway,Michael,Craig-Martin,Mike,Figgis,Trailer,Piper,Series,Tim,Etchells;24;Entertainment;Hobby,Lifestyle_(sociology);PT3M26S;206;2d;sd;FALSE;;;https://i.ytimg.com/vi/mUJ02LY7j9k/maxresdefault.jpg;;;;;17210;8;;0;1
